barometer1	barometer2	insideTemperature	ambientTemperature	light	gyroscope1	gyroscope2	gyroscope3	accelerometer1	accelerometer2	accelerometer3	timestamp
22.53	999.58	22.5	18.875	1.12	8.1939697265625	-9.69696044921875	0.9613037109375	0.092529296875	0.020751953125	-0.98046875	1512055204397
22.53	999.58	22.5	18.875	1.12	8.1939697265625	-9.69696044921875	0.9613037109375	0.092529296875	0.020751953125	-0.98046875	1512055204667
22.53	999.58	22.5	18.875	1.12	8.75091552734375	-5.11932373046875	-7.04193115234375	0.092529296875	0.020751953125	-0.98046875	1512055204937
22.53	999.58	22.5	18.875	1.12	8.75091552734375	-5.11932373046875	-7.04193115234375	0.092529296875	0.020751953125	-0.98046875	1512055205206
22.53	999.58	22.5	18.71875	1.12	8.75091552734375	-5.11932373046875	-7.04193115234375	0.092529296875	0.020751953125	-0.98046875	1512055205813
22.55	999.6	22.5	18.71875	1.12	8.75091552734375	-5.11932373046875	-7.04193115234375	0.092529296875	0.020751953125	-0.98046875	1512055206218
22.55	999.6	22.5	18.71875	1.12	8.75091552734375	-5.11932373046875	-7.04193115234375	0.08984375	-0.02197265625	-0.97900390625	1512055206489
22.55	999.6	22.5	18.71875	1.12	8.75091552734375	-5.11932373046875	-7.04193115234375	0.08984375	-0.02197265625	-0.97900390625	1512055206759
22.55	999.6	22.5	18.71875	1.12	0.7476806640625	-10.36834716796875	-8.697509765625	0.08984375	-0.02197265625	-0.97900390625	1512055207029
22.55	999.6	22.5	18.71875	0.96	0.7476806640625	-10.36834716796875	-8.697509765625	0.08984375	-0.02197265625	-0.97900390625	1512055207298
22.55	999.6	22.5	18.9375	0.96	0.7476806640625	-10.36834716796875	-8.697509765625	0.08984375	-0.02197265625	-0.97900390625	1512055207906
22.53	999.63	22.5	18.9375	0.96	0.7476806640625	-10.36834716796875	-8.697509765625	0.08984375	-0.02197265625	-0.97900390625	1512055208311
22.53	999.63	22.5	18.9375	0.96	0.7476806640625	-10.36834716796875	-8.697509765625	0.1171875	-0.024169921875	-0.96533203125	1512055208582
22.53	999.63	22.5	18.9375	0.96	0.7476806640625	-10.36834716796875	-8.697509765625	0.1171875	-0.024169921875	-0.96533203125	1512055208852
22.53	999.63	22.5	18.9375	0.96	6.82830810546875	3.021240234375	0.93841552734375	0.1171875	-0.024169921875	-0.96533203125	1512055209122
22.53	999.63	22.5	18.9375	0.96	6.82830810546875	3.021240234375	0.93841552734375	0.1171875	-0.024169921875	-0.96533203125	1512055209391
22.53	999.63	22.5	18.875	0.96	6.82830810546875	3.021240234375	0.93841552734375	0.1171875	-0.024169921875	-0.96533203125	1512055209998
22.53	999.54	22.5	18.875	0.96	6.82830810546875	3.021240234375	0.93841552734375	0.1171875	-0.024169921875	-0.96533203125	1512055210403
22.53	999.54	22.5	18.875	0.96	6.82830810546875	3.021240234375	0.93841552734375	0.12890625	0.000732421875	-1.142333984375	1512055210742
22.53	999.54	22.5	18.875	0.96	6.82830810546875	3.021240234375	0.93841552734375	0.12890625	0.000732421875	-1.142333984375	1512055211012
22.53	999.54	22.5	18.875	0.96	11.60430908203125	-5.18798828125	-7.74383544921875	0.12890625	0.000732421875	-1.142333984375	1512055211282
22.53	999.54	22.5	18.875	1.1300000000000001	11.60430908203125	-5.18798828125	-7.74383544921875	0.12890625	0.000732421875	-1.142333984375	1512055211551
22.53	999.54	22.5	18.625	1.1300000000000001	11.60430908203125	-5.18798828125	-7.74383544921875	0.12890625	0.000732421875	-1.142333984375	1512055212158
22.54	999.62	22.5	18.625	1.1300000000000001	11.60430908203125	-5.18798828125	-7.74383544921875	0.12890625	0.000732421875	-1.142333984375	1512055212563
22.54	999.62	22.5	18.625	1.1300000000000001	11.60430908203125	-5.18798828125	-7.74383544921875	0.138916015625	-0.031494140625	-0.8681640625	1512055212834
22.54	999.62	22.5	18.625	1.1300000000000001	11.60430908203125	-5.18798828125	-7.74383544921875	0.138916015625	-0.031494140625	-0.8681640625	1512055213104
22.54	999.62	22.5	18.625	1.1300000000000001	19.2413330078125	-2.76947021484375	-11.49749755859375	0.138916015625	-0.031494140625	-0.8681640625	1512055213374
22.54	999.62	22.5	18.625	1.53	19.2413330078125	-2.76947021484375	-11.49749755859375	0.138916015625	-0.031494140625	-0.8681640625	1512055213643
22.54	999.62	22.5	18.125	1.53	19.2413330078125	-2.76947021484375	-11.49749755859375	0.138916015625	-0.031494140625	-0.8681640625	1512055214251
22.55	999.62	22.5	18.125	1.53	19.2413330078125	-2.76947021484375	-11.49749755859375	0.138916015625	-0.031494140625	-0.8681640625	1512055214656
22.55	999.62	22.5	18.125	1.53	19.2413330078125	-2.76947021484375	-11.49749755859375	0.1044921875	-0.06787109375	-1.0537109375	1512055214927
22.55	999.62	22.5	18.125	1.53	19.2413330078125	-2.76947021484375	-11.49749755859375	0.1044921875	-0.06787109375	-1.0537109375	1512055215197
22.55	999.62	22.5	18.125	1.53	9.7503662109375	8.38470458984375	-17.608642578125	0.1044921875	-0.06787109375	-1.0537109375	1512055215467
22.55	999.62	22.5	18.125	1.77	9.7503662109375	8.38470458984375	-17.608642578125	0.1044921875	-0.06787109375	-1.0537109375	1512055215736
22.55	999.62	22.5	17.875	1.77	9.7503662109375	8.38470458984375	-17.608642578125	0.1044921875	-0.06787109375	-1.0537109375	1512055216343
22.53	999.56	22.5	17.875	1.77	9.7503662109375	8.38470458984375	-17.608642578125	0.1044921875	-0.06787109375	-1.0537109375	1512055216748
22.53	999.56	22.5	17.875	1.77	9.7503662109375	8.38470458984375	-17.608642578125	0.152587890625	0.083984375	-0.95654296875	1512055217019
22.53	999.56	22.5	17.875	1.77	9.7503662109375	8.38470458984375	-17.608642578125	0.152587890625	0.083984375	-0.95654296875	1512055217289
22.53	999.56	22.5	17.875	1.77	25.8026123046875	-13.13018798828125	-4.23431396484375	0.152587890625	0.083984375	-0.95654296875	1512055217559
22.53	999.56	22.5	17.875	1.29	25.8026123046875	-13.13018798828125	-4.23431396484375	0.152587890625	0.083984375	-0.95654296875	1512055217828
22.53	999.56	22.5	18.46875	1.29	25.8026123046875	-13.13018798828125	-4.23431396484375	0.152587890625	0.083984375	-0.95654296875	1512055218436
22.53	999.64	22.5	18.46875	1.29	25.8026123046875	-13.13018798828125	-4.23431396484375	0.152587890625	0.083984375	-0.95654296875	1512055218841
22.53	999.64	22.5	18.46875	1.29	25.8026123046875	-13.13018798828125	-4.23431396484375	-0.04052734375	-0.01318359375	-1.049560546875	1512055219112
22.53	999.64	22.5	18.46875	1.29	25.8026123046875	-13.13018798828125	-4.23431396484375	-0.04052734375	-0.01318359375	-1.049560546875	1512055219382
22.53	999.64	22.5	18.46875	1.29	16.937255859375	-11.55853271484375	-12.0697021484375	-0.04052734375	-0.01318359375	-1.049560546875	1512055219652
22.53	999.64	22.5	18.46875	1.12	16.937255859375	-11.55853271484375	-12.0697021484375	-0.04052734375	-0.01318359375	-1.049560546875	1512055219921
22.53	999.64	22.5	18.6875	1.12	16.937255859375	-11.55853271484375	-12.0697021484375	-0.04052734375	-0.01318359375	-1.049560546875	1512055220528
22.53	999.59	22.5	18.6875	1.12	16.937255859375	-11.55853271484375	-12.0697021484375	-0.04052734375	-0.01318359375	-1.049560546875	1512055220934
22.53	999.59	22.5	18.6875	1.12	16.937255859375	-11.55853271484375	-12.0697021484375	0.08349609375	0.04150390625	-0.820556640625	1512055221204
22.53	999.59	22.5	18.6875	1.12	16.937255859375	-11.55853271484375	-12.0697021484375	0.08349609375	0.04150390625	-0.820556640625	1512055221474
22.53	999.59	22.5	18.6875	1.12	11.51275634765625	-1.76239013671875	11.51275634765625	0.08349609375	0.04150390625	-0.820556640625	1512055221744
22.53	999.59	22.5	18.6875	1.12	11.51275634765625	-1.76239013671875	11.51275634765625	0.08349609375	0.04150390625	-0.820556640625	1512055222013
22.53	999.59	22.46875	18.25	1.12	11.51275634765625	-1.76239013671875	11.51275634765625	0.08349609375	0.04150390625	-0.820556640625	1512055222621
22.54	999.59	22.46875	18.25	1.12	11.51275634765625	-1.76239013671875	11.51275634765625	0.08349609375	0.04150390625	-0.820556640625	1512055223026
22.54	999.59	22.46875	18.25	1.12	11.51275634765625	-1.76239013671875	11.51275634765625	0.046875	-0.0263671875	-0.9892578125	1512055223297
22.54	999.59	22.46875	18.25	1.12	11.51275634765625	-1.76239013671875	11.51275634765625	0.046875	-0.0263671875	-0.9892578125	1512055223567
